Timestamp,Open,High,Low,Close,Volume
2012-01-03, 58.4857, 58.9286, 58.4286, 58.7471,75476123
2012-01-04, 58.5714, 59.24, 58.4686, 59.0628,64703000
2012-01-05, 59.2786, 59.7928, 58.9528, 59.7186,67606475
2012-01-06, 59.9671, 60.3928, 59.8886, 60.3428,79538994
2012-01-09, 60.7857, 61.1071, 60.1928, 60.2471,98339110
2012-01-10, 60.8443, 60.8571, 60.2143, 60.4628,64474443
2012-01-11, 60.3828, 60.4071, 59.9014, 60.3643,53739093
2012-01-12, 60.3257, 60.4143, 59.8214, 60.1986,53125179
2012-01-13, 59.9571, 60.0643, 59.8086, 59.9728,56446393
2012-01-17, 60.6, 60.8557, 60.4228, 60.6714,60589792
2012-01-18, 60.9943, 61.3528, 60.9, 61.3014,68859875
2012-01-19, 61.45, 61.6241, 60.93, 61.1071,65151043
2012-01-20, 61.07, 61.0714, 59.9643, 60.0428,103061661
2012-01-23, 60.3814, 61.2071, 60.3286, 61.0584,76162193
2012-01-24, 60.7286, 60.7286, 59.9357, 60.0586,127725188
2012-01-25, 64.92, 64.9214, 63.39, 63.8086,239249712
2012-01-26, 64.0514, 64.1128, 63.3057, 63.5186,80913094
2012-01-27, 63.4771, 64.0686, 63.3957, 63.8971,74902122
2012-01-30, 63.6728, 64.8428, 63.6271, 64.7157,94626868
2012-01-31, 65.0843, 65.4628, 64.7243, 65.2114,97874379
2012-02-01, 65.4871, 65.57, 65.0786, 65.17,67269418
2012-02-02, 65.1286, 65.31, 64.8543, 65.0171,46615058
2012-02-03, 65.3286, 65.7143, 65.08, 65.6686,71618981
2012-02-06, 65.4828, 66.4257, 65.4573, 66.2814,62225658
2012-02-07, 66.4643, 67.1071, 66.3687, 66.9757,78941684
2012-02-08, 67.2143, 68.1128, 67.1, 68.0971,101696381
2012-02-09, 68.68, 70.9643, 68.6514, 70.4528,220416976
2012-02-10, 70.1371, 71.0886, 69.7928, 70.4886,157587127
2012-02-13, 71.3614, 71.9757, 71.0128, 71.8,128970559
2012-02-14, 72.0943, 72.7943, 71.7143, 72.78,114963904
2012-02-15, 73.4657, 75.1843, 70.9843, 71.0957,374517892
2012-02-16, 70.2143, 72.1271, 69.5186, 71.7443,235805641
2012-02-17, 71.8728, 72.5385, 71.4714, 71.7314,133666300
2012-02-21, 72.4114, 73.55, 72.0171, 73.55,150412545
2012-02-22, 73.2971, 73.6414, 72.7243, 73.2914,120564116
2012-02-23, 73.5828, 73.9756, 72.7857, 73.77,141721973
2012-02-24, 74.2385, 74.7, 74.0914, 74.63,103715531
2012-02-27, 74.4728, 75.5, 73.7543, 75.1085,136457481
2012-02-28, 75.4228, 76.4871, 75.1214, 76.4871,149434575
2012-02-29, 77.3657, 78.23, 76.5285, 77.4914,237448891
2012-03-01, 78.31, 78.3157, 76.9671, 77.7814,170563731
2012-03-02, 77.7485, 78.1143, 77.5028, 77.8828,107544392
2012-03-05, 77.9171, 78.2114, 75.1428, 76.1657,201797181
2012-03-06, 74.8085, 76.2414, 73.7458, 75.7514,202211301
2012-03-07, 76.6857, 76.8257, 74.7571, 75.8128,198964910
2012-03-08, 76.3843, 77.57, 76.0171, 77.4271,128668929
2012-03-09, 77.7443, 78.2485, 77.5871, 77.8814,104560151
2012-03-12, 78.426, 78.8571, 78.1428, 78.8571,101001000
2012-03-13, 79.6485, 81.1685, 79.3928, 81.1571,172173592
2012-03-14, 82.5785, 84.96, 82.2, 84.2257,353599156
2012-03-15, 85.6585, 85.7157, 82.65, 83.6514,289496777
2012-03-16, 83.5314, 84.1714, 82.5714, 83.6528,206076492
2012-03-19, 85.4814, 85.9671, 84.15, 85.8714,224435817
2012-03-20, 85.6443, 86.7, 83.1428, 86.5657,203497481
2012-03-21, 86.1057, 87.0928, 85.9157, 86.0714,160447118
2012-03-22, 85.3971, 86.3571, 85.0757, 85.62,155867437
2012-03-23, 85.7843, 85.9714, 84.9144, 85.15,107403062
2012-03-26, 85.6843, 86.7357, 85.0371, 86.7114,148719035
2012-03-27, 86.5971, 88.04, 86.58, 87.7828,151353625
2012-03-28, 88.34, 88.7785, 87.1871, 88.2314,163667329
2012-03-29, 87.54, 88.08, 86.7471, 87.1228,151111705
2012-03-30, 86.9671, 87.2228, 85.42, 85.65,182067395
2012-04-02, 85.9757, 88.3957, 85.7685, 88.3757,149091365
2012-04-03, 89.6143, 90.3157, 88.93, 89.9028,208117692
2012-04-04, 89.1928, 89.4085, 88.1428, 89.1871,142980433
2012-04-05, 89.5685, 90.6657, 89.0571, 90.5257,159997578
2012-04-09, 89.4471, 91.4057, 89.3285, 90.89,149052655
2012-04-10, 91.4185, 92, 89.4285, 89.7771,221909237
2012-04-11, 90.8857, 90.9814, 89.0489, 89.4571,173844142
2012-04-12, 89.2857, 90.19, 88.6428, 88.9671,153188746
2012-04-13, 89.1585, 89.2428, 86.2157, 86.4614,214640084
2012-04-16, 87.1514, 87.1828, 82.6071, 82.8757,262356159
2012-04-17, 82.7057, 87.1428, 81.7014, 87.1,255328647
2012-04-18, 87.6743, 88.6071, 86.1014, 86.9057,238277411
2012-04-19, 85.7457, 86.3903, 83.5028, 83.92,208302982
2012-04-20, 84.4828, 84.9457, 81.4885, 81.8543,257480867
2012-04-23, 81.5157, 82.3814, 79.5171, 81.6714,241398292
2012-04-24, 80.3728, 81.0985, 79.2857, 80.04,263552249
2012-04-25, 87.9478, 88.2857, 86.5714, 87.1428,225862488
2012-04-26, 87.7528, 87.8128, 86.0185, 86.8143,133588810
2012-04-27, 86.4385, 86.5971, 85.7857, 86.1428,101533910
2012-04-30, 85.4, 85.4857, 83.2857, 83.4257,126321688
2012-05-01, 83.5571, 85.2514, 83.0328, 83.1614,152492176
2012-05-02, 82.8914, 83.9142, 82.6943, 83.7114,106750312
2012-05-03, 84.3571, 84.4857, 82.9, 83.1171,97380669
2012-05-04, 82.44, 82.6228, 80.7385, 80.75,132304520
2012-05-07, 80.2143, 81.8243, 80.1757, 81.3543,114959564
2012-05-08, 81.3685, 81.6428, 79.8185, 81.1685,124080357
2012-05-09, 80.5285, 81.9968, 80.1214, 81.3114,120022806
2012-05-10, 82.0828, 82.2685, 81.2058, 81.5028,83026395
2012-05-11, 80.7143, 82.0671, 80.6214, 80.9585,99653570
2012-05-14, 80.3671, 81.0728, 79.6571, 79.7457,87975396
2012-05-15, 80.2071, 80.46, 78.8214, 79.0243,118859546
2012-05-16, 79.15, 79.5557, 77.2914, 78.0107,139914782
2012-05-17, 77.9014, 78.2143, 75.7314, 75.7314,178603164
2012-05-18, 76.28, 77.63, 74.5971, 75.7685,182773345
2012-05-21, 76.3571, 80.22, 76.2928, 80.1828,157250007
2012-05-22, 81.3643, 81.9828, 78.94, 79.5671,173417772
2012-05-23, 79.6428, 81.8285, 79.0328, 81.5085,145594164
2012-05-24, 82.2671, 82.3571, 80.1757, 80.76,123856147
2012-05-25, 80.6557, 80.8357, 79.7817, 80.3271,81958125
2012-05-29, 81.5571, 82, 80.7585, 81.7528,94973228
2012-05-30, 81.3143, 82.8557, 80.9371, 82.7385,132188320
2012-05-31, 82.9628, 83.0714, 81.6371, 82.5328,122817347
2012-06-01, 81.3085, 81.8071, 80.0743, 80.1414,130080689
2012-06-04, 80.2143, 81.0714, 78.3571, 80.6128,138991972
2012-06-05, 80.1814, 80.9243, 79.7614, 80.4043,96944429
2012-06-06, 81.11, 81.9785, 80.7857, 81.6371,100135800
2012-06-07, 82.47, 82.4743, 81.5, 81.6743,94916808
2012-06-08, 81.6571, 82.9405, 81.2857, 82.9028,86587996
2012-06-11, 83.96, 84.0714, 81.5185, 81.5957,147605824
2012-06-12, 82.0657, 82.3743, 80.9571, 82.3085,108784723
2012-06-13, 82.0743, 82.64, 81.4828, 81.7371,73380042
2012-06-14, 81.6057, 81.9285, 81.0371, 81.6471,86325986
2012-06-15, 81.5714, 82.0885, 81.3643, 82.0185,83596545
2012-06-18, 81.5657, 83.9843, 81.4814, 83.6828,109922713
2012-06-19, 83.3428, 84.2857, 83.3, 83.9157,90239127
2012-06-20, 84.03, 84.1785, 82.9714, 83.6773,89706357
2012-06-21, 83.6343, 84.0314, 82.4914, 82.5243,81511944
2012-06-22, 82.72, 83.17, 82.2028, 83.1571,70792001
2012-06-25, 82.4714, 82.8285, 81.4814, 81.5378,75963043
2012-06-26, 81.6185, 82.07, 81.0471, 81.7178,69124972
2012-06-27, 82.1428, 82.3914, 81.7028, 82.0714,50737114
2012-06-28, 81.6671, 82, 80.8014, 81.2928,70572061
2012-06-29, 82.5714, 83.4285, 82.0357, 83.4285,105131912
2012-07-02, 83.5328, 84.7814, 83.3714, 84.6457,99806940
2012-07-03, 84.9828, 85.7143, 84.8571, 85.63,60428183
2012-07-05, 85.7943, 87.7628, 85.6643, 87.1343,120978516
2012-07-06, 86.7271, 86.92, 85.94, 86.5543,104693151
2012-07-09, 86.4714, 87.7, 86.3014, 87.6985,94701768
2012-07-10, 88.2814, 88.5528, 86.4728, 86.8871,127763688
2012-07-11, 86.5885, 86.8085, 85.3171, 86.3471,117068665
2012-07-12, 85.7485, 86.21, 84.6685, 85.5571,106873442
2012-07-13, 86.1357, 86.7414, 85.7143, 86.4243,77827633
2012-07-16, 86.4457, 87.3743, 86.4314, 86.7014,75263813
2012-07-17, 87.2557, 87.3571, 86.1643, 86.7057,73378782
2012-07-18, 86.6557, 86.9057, 86.2228, 86.6085,62685509
2012-07-19, 87.3257, 87.9071, 86.5714, 87.76,108981913
2012-07-20, 87.5757, 87.7771, 86.2428, 86.3285,99227200
2012-07-23, 84.9143, 86.5571, 83.9585, 86.2614,121642186
2012-07-24, 86.7685, 87.0971, 85.5014, 85.8457,137351661
2012-07-25, 82.0657, 82.9714, 81.4285, 82.1385,219211506
2012-07-26, 82.8228, 82.9143, 81.48, 82.1257,101611050
2012-07-27, 82.1443, 83.69, 81.6557, 83.5943,100956620
2012-07-30, 84.4171, 85.6343, 83.9743, 85.0043,94626868
2012-07-31, 86.1757, 87.3857, 86.1028, 87.2514,115373055
2012-08-01, 87.9864, 88.0571, 86.1428, 86.6871,96002719
2012-08-02, 86.12, 87.2414, 85.75, 86.8271,83023385
2012-08-03, 87.6614, 88.2828, 87.3657, 87.9571,86083296
2012-08-06, 88.1843, 89.2668, 87.8943, 88.9357,75488233
2012-08-07, 88.9671, 89.2857, 88.2914, 88.702,72558872
2012-08-08, 88.4843, 89.1257, 88.1571, 88.5514,60970746
2012-08-09, 88.2643, 88.8185, 88.2571, 88.6757,55081834
2012-08-10, 88.3871, 88.8228, 88.3857, 88.8143,48726623
2012-08-13, 89.0557, 90, 89.0357, 90,69562052
2012-08-14, 90.2671, 91.23, 90.03, 90.2414,84939075
2012-08-15, 90.1857, 90.5714, 89.6785, 90.1185,64307325
2012-08-16, 90.1728, 90.9657, 90.0714, 90.9057,63601368
2012-08-17, 91.4285, 92.5985, 91.2585, 92.5871,110457373
2012-08-20, 92.8585, 95.0214, 92.8428, 95.0214,152992536
2012-08-21, 95.8314, 96.4114, 92.9043, 93.7231,202792581
2012-08-22, 93.4885, 95.5714, 92.5871, 95.5528,140900172
2012-08-23, 95.1585, 95.7, 94.45, 94.6614,104855271
2012-08-24, 94.2157, 95.64, 93.65, 94.746,107074132
2012-08-27, 97.1414, 97.2671, 96.22, 96.5257,106575802
2012-08-28, 96.4253, 96.5857, 95.8104, 96.4,66709096
2012-08-29, 96.4643, 96.81, 96.0857, 96.2094,50544551
2012-08-30, 95.8057, 95.9363, 94.6933, 94.8383,75514273
2012-08-31, 95.3214, 95.5143, 93.8928, 95.0343,84463495
2012-09-04, 95.1085, 96.4485, 94.9285, 96.4243,91805028
2012-09-05, 96.51, 96.6214, 95.6571, 95.7471,83949835
2012-09-06, 96.1671, 96.8985, 95.8285, 96.61,97738999
2012-09-07, 96.8643, 97.4971, 96.5385, 97.2057,82228185
2012-09-10, 97.2071, 97.6128, 94.5857, 94.6771,121551956
2012-09-11, 95.0157, 95.7285, 93.7857, 94.37,125760918
2012-09-12, 95.2643, 95.7, 93.7143, 95.6843,177589913
2012-09-13, 96.7671, 97.9285, 96.3957, 97.5685,149262095
2012-09-14, 98.565, 99.5685, 98.27, 98.7543,149877325
2012-09-17, 99.9071, 99.9714, 99.23, 99.9687,98918360
2012-09-18, 99.9828, 100.3328, 99.4885, 100.2728,93139368
2012-09-19, 100.0371, 100.57, 99.9385, 100.3,81575714
2012-09-20, 99.88, 100.0085, 99.0885, 99.8143,83949835
2012-09-21, 100.3443, 100.7243, 99.9088, 100.0135,142582763
2012-09-24, 98.1228, 99.3028, 97.5714, 98.6843,159435968
2012-09-25, 98.3228, 98.9685, 96.1428, 96.22,129376629
2012-09-26, 95.5343, 96.0985, 94.4571, 95.0257,144088393
2012-09-27, 94.8985, 97.4528, 94.3357, 97.3314,148037514
2012-09-28, 96.9643, 97.3014, 95.25, 95.3007,133569490
2012-10-01, 95.88, 96.6785, 93.7857, 94.1985,135694481
2012-10-02, 94.5443, 95.1928, 92.95, 94.4728,156293037
2012-10-03, 94.98, 95.98, 94.6614, 95.9214,105850532
2012-10-04, 95.8928, 96.3214, 95.0785, 95.2571,92516018
2012-10-05, 95.0285, 95.1428, 93.04, 93.2271,148189554
2012-10-08, 92.4114, 92.5085, 90.8728, 91.1671,159189568
2012-10-09, 91.2357, 91.4985, 89.0785, 90.8357,209390853
2012-10-10, 91.3914, 92.14, 91, 91.5585,127322338
2012-10-11, 92.3571, 92.4571, 89.7285, 89.7285,136341211
2012-10-12, 89.9371, 90.7685, 89.3285, 89.9591,114883754
2012-10-15, 90.3357, 90.7328, 89.1214, 90.68,107948432
2012-10-16, 90.7671, 92.9, 90.1428, 92.8275,137208791
2012-10-17, 92.6957, 93.2557, 92, 92.0876,97195099
2012-10-18, 91.37, 91.7228, 90, 90.3771,119025656
2012-10-19, 90.15, 90.2528, 87.0885, 87.12,185618286
2012-10-22, 87.4885, 90.7685, 87.2514, 90.5757,136374671
2012-10-23, 90.1428, 90.5571, 87.3857, 87.6222,176497913
2012-10-24, 88.7771, 89.5071, 87.2343, 88.1185,139246492
2012-10-25, 88.5714, 88.8571, 86.5071, 87.0768,159313328
2012-10-26, 87.0614, 87.7143, 84.4285, 86.2857,254608276
2012-10-31, 84.9828, 85.9943, 83.9571, 85.0457,127361118
2012-11-01, 85.46, 86.1428, 84.8814, 85.22,90287637
2012-11-02, 85.1271, 85.2785, 82.1071, 82.4,149722555
2012-11-05, 83.3593, 83.9671, 82.5143, 83.5173,132221850
2012-11-06, 84.3185, 84.3914, 82.87, 83.2642,93580438
2012-11-07, 81.9764, 82.0771, 79.3928, 79.7145,198152419
2012-11-08, 80.09, 80.3185, 76.47, 76.8214,263467059
2012-11-09, 77.2028, 79.2685, 76.2457, 78.1514,232298080
2012-11-12, 79.1643, 79.2143, 76.95, 77.5471,128801509
2012-11-13, 76.9871, 78.64, 76.6228, 77.5568,133201920
2012-11-14, 77.9285, 78.2071, 76.5971, 76.6971,119026076
2012-11-15, 76.79, 77.0714, 74.66, 75.0885,197157859
2012-11-16, 75.0285, 75.7143, 72.25, 75.3825,316194785
2012-11-19, 77.2443, 81.0714, 77.1257, 80.8185,205441312
2012-11-20, 81.7014, 81.7071, 79.2257, 80.1305,160537558
2012-11-21, 80.6071, 81.0528, 79.5143, 80.2428,93231278
2012-11-23, 81.0243, 81.7143, 80.3714, 81.6428,68206599
2012-11-26, 82.2714, 84.2857, 81.9585, 84.2185,157238387
2012-11-27, 84.2214, 84.3457, 82.8714, 83.54,133099650
2012-11-28, 82.4671, 83.6857, 81.7514, 83.2771,130112749
2012-11-29, 84.3164, 84.8928, 83.6071, 84.1943,128394879
2012-11-30, 83.8271, 84.0571, 83.24, 83.6114,97622309
2012-12-03, 84.8071, 84.9414, 83.6428, 83.7414,90911547
2012-12-04, 83.1143, 83.1143, 81.7328, 82.2636,138712182
2012-12-05, 81.2728, 81.3214, 76.9671, 76.9703,259803118
2012-12-06, 75.5628, 79.0443, 74.09, 78.1778,294065958
2012-12-07, 79.0571, 79.3143, 75.7143, 76.1785,196603459
2012-12-10, 75, 76.93, 74.5114, 75.6887,157477787
2012-12-11, 77.11, 78.5085, 76.7671, 77.3411,147820794
2012-12-12, 78.2528, 78.2857, 76.61, 77,121630216
2012-12-13, 75.8785, 76.8057, 75.1143, 75.67,155971877
2012-12-14, 73.5357, 74.0188, 72.2257, 72.8277,252115436
2012-12-17, 72.7043, 74.2857, 71.6043, 74.1185,189181917
2012-12-18, 75, 76.4143, 74.3214, 76.2714,156143657
2012-12-19, 75.9243, 76.2428, 75.0714, 75.1871,112061074
2012-12-20, 75.7143, 75.7428, 74.1257, 74.5329,120153986
2012-12-21, 73.21, 74.2385, 72.8914, 74.19,148609695
2012-12-24, 74.3357, 74.8928, 74.1014, 74.3097,43936990
2012-12-26, 74.1428, 74.2085, 73.0171, 73.2856,75475003
2012-12-27, 73.3628, 73.75, 72.0943, 73.58,113575314
2012-12-28, 72.8985, 73.4971, 72.5885, 72.7984,88117426
2012-12-31, 72.9328, 76.4857, 72.7143, 76.0247,164519649
2013-01-02, 79.1171, 79.2857, 77.3757, 78.4328,139906732
2013-01-03, 78.2685, 78.5243, 77.2857, 77.4422,88054216
2013-01-04, 76.7093, 76.9471, 75.1183, 75.2857,148374285
2013-01-07, 74.5714, 75.6143, 73.6, 74.8428,120838376
2013-01-08, 75.6014, 75.9843, 74.4643, 75.0443,114451364
2013-01-09, 74.6428, 75.0007, 73.7128, 73.8714,101748741
2013-01-10, 75.5071, 75.5314, 73.6457, 74.7871,149986665
2013-01-11, 74.4285, 75.0457, 74.1457, 74.3285,87569116
2013-01-14, 71.8114, 72.5, 71.2157, 71.6785,183021145
2013-01-15, 71.1857, 71.2843, 69.0543, 69.4171,217802615
2013-01-16, 70.6628, 72.7771, 70.3571, 72.2985,172393952
2013-01-17, 72.9014, 72.9643, 71.7185, 71.8114,112900444
2013-01-18, 71.2166, 71.7457, 70.9143, 71.4285,116987465
2013-01-22, 72.08, 72.5543, 70.9471, 72.11,114745924
2013-01-23, 72.6871, 73.57, 72.11, 73.4293,191090117
2013-01-24, 65.7143, 66.5328, 64.3214, 64.3571,364459099
2013-01-25, 64.5271, 65.1757, 62.1428, 62.84,301617420
2013-01-28, 62.5464, 64.7443, 62.2657, 64.2614,195771859
2013-01-29, 65.5, 65.7428, 64.5886, 65.4671,142486933
2013-01-30, 65.2857, 66.0857, 64.9286, 65.2614,104140851
2013-01-31, 65.2828, 65.6114, 64.9971, 65.07,79445474
2013-02-01, 65.5871, 65.64, 64.05, 64.8028,134704470
2013-02-04, 64.8443, 65.1343, 63.1428, 63.188,119044766
2013-02-05, 63.4357, 65.6771, 63.1743, 65.4063,142959083
2013-02-06, 65.21, 66.6428, 64.6543, 65.3357,148003914
2013-02-07, 66.1786, 67.1428, 64.8743, 66.8886,175627813
2013-02-08, 67.7143, 68.4014, 66.8928, 67.8543,158143417
2013-02-11, 68.0714, 69.2771, 67.6071, 68.5614,128206578
2013-02-12, 68.5014, 68.9114, 66.8206, 66.8428,151743386
2013-02-13, 66.7443, 67.6628, 66.1743, 66.7157,118682866
2013-02-14, 66.36, 67.3771, 66.2886, 66.6557,88785717
2013-02-15, 66.9786, 67.1657, 65.7028, 65.7371,97873819
2013-02-19, 65.8714, 66.1043, 64.8357, 65.7128,108820003
2013-02-20, 65.3843, 65.3843, 64.1143, 64.1214,118823076
2013-02-21, 63.7143, 64.1671, 63.26, 63.7228,111563653
2013-02-22, 64.1786, 64.5143, 63.8, 64.4014,82560265
2013-02-25, 64.8357, 65.0171, 63.2243, 63.2571,92813518
2013-02-26, 63.4028, 64.5057, 62.5228, 64.1386,125040618
2013-02-27, 64.0614, 64.6343, 62.95, 63.51,146554914
2013-02-28, 63.4357, 63.9814, 63.0571, 63.0571,80512484
2013-03-01, 62.5714, 62.5971, 61.4257, 61.4957,137819681
2013-03-04, 61.1143, 61.1714, 59.8571, 60.0071,144332343
2013-03-05, 60.2114, 62.17, 60.1071, 61.592,159227158
2013-03-06, 62.0728, 62.1786, 60.6328, 60.8088,114860374
2013-03-07, 60.6428, 61.7157, 60.1514, 61.5117,116969895
2013-03-08, 61.4, 62.2043, 61.23, 61.6743,97466769
2013-03-11, 61.3928, 62.7157, 60.7343, 62.5528,118221425
2013-03-12, 62.2286, 62.6971, 61.0814, 61.2043,116142145
2013-03-13, 61.2071, 62.0714, 60.7657, 61.1928,101314460
2013-03-14, 61.8328, 62.0914, 61.4928, 61.7857,75801483
2013-03-15, 62.5614, 63.4614, 62.4643, 63.38,160587468
2013-03-18, 63.0643, 65.3514, 63.0286, 65.1028,149961185
2013-03-19, 65.6428, 65.8528, 64.0714, 64.9271,131468929
2013-03-20, 65.3457, 65.3757, 64.2271, 64.5828,76980353
2013-03-21, 64.3171, 65.4257, 64.3, 64.6757,95484439
2013-03-22, 64.94, 66.0143, 64.73, 65.9871,98261129
2013-03-25, 66.3843, 67.1357, 65.9686, 66.2257,124980207
2013-03-26, 66.4914, 66.5485, 65.79, 65.8766,73390892
2013-03-27, 65.2086, 65.2571, 64.39, 64.5828,81772975
2013-03-28, 64.26, 64.5456, 63.0886, 63.2371,110618443
2013-04-01, 63.1286, 63.3854, 61.1057, 61.2728,97168149
2013-04-02, 61.0857, 62.5914, 60.9143, 61.3988,132255450
2013-04-03, 61.6243, 62.4686, 61.4728, 61.7128,90550837
2013-04-04, 61.9657, 62.1428, 60.75, 61.1028,89574827
2013-04-05, 60.6428, 60.7071, 59.9543, 60.4571,95724469
2013-04-08, 60.6928, 61.0714, 60.3557, 60.8871,75145863
2013-04-09, 60.9086, 61.2143, 60.3928, 60.9971,76595913
2013-04-10, 61.1571, 62.4371, 60.8586, 62.2414,93883258
2013-04-11, 61.96, 62.57, 61.6, 62.0471,82064315
2013-04-12, 62.0214, 62.0214, 61.2986, 61.4,59634201
2013-04-15, 61, 61.1271, 59.9357, 59.9786,79101214
2013-04-16, 60.2243, 60.9443, 60.0814, 60.8914,76203143
2013-04-17, 60.0386, 60.0857, 56.8728, 57.5428,236094111
2013-04-18, 57.8557, 57.97, 55.6774, 56.0071,166414970
2013-04-19, 55.4243, 57.0857, 55.0143, 55.79,152132166
2013-04-22, 56.0914, 57.4571, 55.8964, 56.9528,107226032
2013-04-23, 57.7128, 58.3401, 56.9728, 58.0186,150492275
2013-04-24, 56.22, 59.3214, 56.0714, 57.9231,242352533
2013-04-25, 58.7464, 59.1343, 58.1428, 58.34,95958899
2013-04-26, 58.5443, 59.8241, 58.3214, 59.6007,190977767
2013-04-29, 60.0643, 61.9453, 60, 61.4457,159929048
2013-04-30, 62.1571, 63.6071, 61.7243, 63.2543,172699362
2013-05-01, 63.4943, 63.5614, 62.0557, 62.7557,126694438
2013-05-02, 63.1114, 64.0843, 62.9471, 63.6457,105409532
2013-05-03, 64.4728, 64.7471, 64.1643, 64.2828,90287637
2013-05-06, 65.1014, 66.0286, 64.9014, 65.8157,123979417
2013-05-07, 66.4243, 66.5357, 64.8143, 65.5226,120467656
2013-05-08, 65.5771, 66.4814, 65.1157, 66.2628,117977895
2013-05-09, 65.6871, 66.1428, 65.0828, 65.2528,99448260
2013-05-10, 65.4243, 65.6728, 64.3543, 64.71,83615305
2013-05-13, 64.5014, 65.4143, 64.5, 64.9628,79216224
2013-05-14, 64.8357, 65.0286, 63.1643, 63.4086,111617413
2013-05-15, 62.7371, 63, 60.3371, 61.2643,185168956
2013-05-16, 60.4628, 62.55, 59.8428, 62.0826,150737695
2013-05-17, 62.7214, 62.87, 61.5728, 61.8943,106966262
2013-05-20, 61.7014, 63.6857, 61.4428, 63.2757,112529584
2013-05-21, 62.5928, 63.64, 62.0286, 62.8086,113917824
2013-05-22, 63.4357, 64.05, 62.6028, 63.0506,110682773
2013-05-23, 62.2786, 63.7371, 62.2557, 63.1628,88239856
2013-05-24, 62.9786, 63.6657, 62.9086, 63.5928,69009031
2013-05-28, 64.2714, 64.4443, 62.9786, 63.0627,96311559
2013-05-29, 62.8571, 63.9286, 62.7714, 63.5643,82553265
2013-05-30, 63.6643, 64.9286, 63.5014, 64.5114,88354937
2013-05-31, 64.6428, 65.3, 64.2143, 64.2478,95688069
2013-06-03, 64.39, 64.6228, 63.2114, 64.3886,92900598
2013-06-04, 64.7457, 64.9186, 63.9128, 64.1871,72575322
2013-06-05, 63.6643, 64.3886, 63.3871, 63.5871,72524432
